Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17
Nagyszekeres,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Nagyszénás,Békés megye,Békés megye 4. számú egyéni választókerület,Orosháza,"4","4","243942.22","1650630924.98",,,,,,,,,
Nagyszentjános,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 2. számú egyéni választókerület,Gy?r,"2","2","231538.28","781470912.96",,,,,,,,,
Nagyszokoly,Tolna megye,Tolna megye 3. számú egyéni választókerület,Paks,"3","3","323996.54","1491048132.2",,,,,,,,,
Nagytálya,Heves megye,Heves megye 1. számú egyéni választókerület,Eger,"1","1","217370.11","1044337089.15",,,,,,,,,
Nagytarcsa,Pest megye,Pest megye 6. számú egyéni választókerület,Gödöll?,"6","6","151799.27","437040357.1",,,,,,,,,
Nagytevel,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Nagytilaj,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nagytótfalu,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Nagytőke,Csongrád megye,Csongrád megye 3. számú egyéni választókerület,Szentes,"3","3","253630.48","1781500633.79",,,,,,,,,
Nagyút,Heves megye,Heves megye 3. számú egyéni választókerület,Hatvan,"3","3","300580.69","1165920670.41",,,,,,,,,
Nagyvarsány,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Nagyváty,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Nagyvázsony,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Nagyvejke,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Nagyveleg,Fejér megye,Fejér megye 2. számú egyéni választókerület,Székesfehérvár,"2","2","188213.17","882699117.23",,,,,,,,,
Nagyvenyim,Fejér megye,Fejér megye 4. számú egyéni választókerület,Dunaújváros,"4","4","151596.27","431334085.99",,,,,,,,,
Nagyvisnyó,Heves megye,Heves megye 2. számú egyéni választókerület,Gyöngyös,"2","2","294095.43","1426893333.66",,,,,,,,,
Nak,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Napkor,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nárai,Vas megye,Vas megye 1. számú egyéni választókerület,Szombathely,"1","1","94712.08","228249027.58",,,,,,,,,
Narda,Vas megye,Vas megye 1. számú egyéni választókerület,Szombathely,"1","1","94712.08","228249027.58",,,,,,,,,
Naszály,Komárom-Esztergom megye,Komárom-Esztergom megye 3. számú egyéni választókerület,Komárom,"3","3","253759.54","1335519263.56",,,,,,,,,
Négyes,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,Mez_kövesd,"7","7","232800.3","1529604398.87",,,,,,,,,
Nekézseny,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,Ózd,"3","3","257092.76","1189961968.61",,,,,,,,,
Nemesapáti,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemesbikk,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,Mez_kövesd,"7","7","232800.3","1529604398.87",,,,,,,,,
Nemesborzova,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Nemesbőd,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Nemesbük,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemescsó,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Nemesdéd,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Nemesgörzsöny,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Nemesgulács,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Nemeshany,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Nemeshetés,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemeske,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Nemeskér,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 4. számú egyéni választókerület,Sopron,"4","4","199494.44","716220845.21",,,,,,,,,
Nemeskeresztúr,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nemeskisfalud,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Nemeskocs,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nemeskolta,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nemesládony,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Nemesmedves,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nemesnádudvar,Bács-Kiskun megye,Bács-Kiskun megye 6. számú egyéni választókerület,Baja,"6","6","277807.08","1428092680.64",,,,,,,,,
Nemesnép,Zala megye,Zala megye 1. számú egyéni választókerület,Zalaegerszeg,"1","1","193709.35","1002171752.46",,,,,,,,,
Nemespátró,Zala megye,Zala megye 3. számú egyéni választókerület,Nagykanizsa,"3","3","239771.43","1265849395.02",,,,,,,,,
Nemesrádó,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemesrempehollós,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nemessándorháza,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemesszalók,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Nemesszentandrás,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Nemesvámos,Veszprém megye,Veszprém megye 1. számú egyéni választókerület,Veszprém,"1","1","195803.99","767050984.35",,,,,,,,,
Nemesvid,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Nemesvita,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Németbánya,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Németfalu,Zala megye,Zala megye 1. számú egyéni választókerület,Zalaegerszeg,"1","1","193709.35","1002171752.46",,,,,,,,,
Németkér,Tolna megye,Tolna megye 3. számú egyéni választókerület,Paks,"3","3","323996.54","1491048132.2",,,,,,,,,
Nemti,Nógrád megye,Nógrád megye 1. számú egyéni választókerület,Salgótarján,"1","1","245875.8","952705607.42",,,,,,,,,
Neszmély,Komárom-Esztergom megye,Komárom-Esztergom megye 3. számú egyéni választókerület,Komárom,"3","3","253759.54","1335519263.56",,,,,,,,,
Nézsa,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nick,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Nikla,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Nógrád,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádkövesd,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádmarcal,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádmegyer,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádsáp,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádsipek,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nógrádszakál,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nóráp,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Noszlop,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Noszvaj,Heves megye,Heves megye 1. számú egyéni választókerület,Eger,"1","1","217370.11","1044337089.15",,,,,,,,,
Nova,Zala megye,Zala megye 1. számú egyéni választókerület,Zalaegerszeg,"1","1","193709.35","1002171752.46",,,,,,,,,
Novaj,Heves megye,Heves megye 1. számú egyéni választókerület,Eger,"1","1","217370.11","1044337089.15",,,,,,,,,
Novajidrány,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,Sátoraljaújhely,"5","5","356364.78","1981433741.63",,,,,,,,,
Nőtincs,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Nyalka,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 2. számú egyéni választókerület,Gy?r,"2","2","231538.28","781470912.96",,,,,,,,,
Nyárád,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Nyáregyháza,Pest megye,Pest megye 10. számú egyéni választókerület,Monor,"10","10","174608.84","822113260.42",,,,,,,,,
Nyárlőrinc,Bács-Kiskun megye,Bács-Kiskun megye 4. számú egyéni választókerület,Kiskunfélegyháza,"4","4","324422.08","1876316923.88",,,,,,,,,
Nyársapát,Pest megye,Pest megye 12. számú egyéni választókerület,Cegléd,"12","12","154034.17","1022178507.64",,,,,,,,,
Nyékládháza,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,Mez_kövesd,"7","7","232800.3","1529604398.87",,,,,,,,,
Nyergesújfalu,Komárom-Esztergom megye,Komárom-Esztergom megye 2. számú egyéni választókerület,Esztergom,"2","2","143042.5","706084275.66",,,,,,,,,
Nyésta,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,Kazincbarcika,"4","4","256041.3","1154765077.9",,,,,,,,,
Nyim,Somogy megye,Somogy megye 4. számú egyéni választókerület,Siófok,"4","4","241496.61","1517737700.32",,,,,,,,,
Nyírábrány,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Nyíracsád,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Nyirád,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Nyíradony,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Nyírbátor,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírbéltek,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírbogát,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírbogdány,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírcsaholy,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírcsászári,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírderzs,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyíregyháza,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 1. számú egyéni választókerület,Nyíregyháza,"1","1","61492.37","107157199.79",,,,,,,,,
Nyírgelse,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírgyulaj,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyíri,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,Sátoraljaújhely,"5","5","356364.78","1981433741.63",,,,,,,,,
Nyíribrony,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírjákó,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírkarász,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírkáta,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírkércs,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírlövő,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírlugos,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírmada,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírmártonfalva,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Nyírmeggyes,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírmihálydi,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírparasznya,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Nyírpazony,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírpilis,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyírtass,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírtelek,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,Nyíregyháza,"2","2","237283.37","1045674689.21",,,,,,,,,
Nyírtét,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírtura,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Nyírvasvári,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Nyomár,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,Kazincbarcika,"4","4","256041.3","1154765077.9",,,,,,,,,
Nyőgér,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Nyugotszenterzsébet,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Nyúl,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 2. számú egyéni választókerület,Gy?r,"2","2","231538.28","781470912.96",,,,,,,,,
Óbánya,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Óbarok,Fejér megye,Fejér megye 3. számú egyéni választókerület,Bicske,"3","3","219689.81","1205529615.78",,,,,,,,,
Óbudavár,Veszprém megye,Veszprém megye 2. számú egyéni választókerület,Balatonfüred,"2","2","217008.7","908769512.27",,,,,,,,,
Ócsa,Pest megye,Pest megye 11. számú egyéni választókerület,Dabas,"11","11","169482.84","909250604.8",,,,,,,,,
Ócsárd,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Ófalu,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Ófehértó,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Óföldeák,Csongrád megye,Csongrád megye 4. számú egyéni választókerület,Hódmez?vásárhely,"4","4","226575.24","1412615266.57",,,,,,,,,
Óhíd,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
